LAT,LONG,NUM_CASES
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
40.3,-79.65,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
39.87,-75.43,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
40.68,-80.37,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
39.9,-78.6,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
40.2,-77.8,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
41.9,-78.7,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
40.71,-76.69,1
